,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
21765,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,11,13830
21766,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,11,13830
21767,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,11,13830
21768,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,11,13830
21769,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,18.75,11,13688
21770,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,11,13688
21771,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,31.25,11,13688
21772,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,11,13830
21773,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,11,13830
21774,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,11,13830
21775,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,11,13830
21776,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,11,13830
21777,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,11,13830
21778,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,11,14040
21779,Vistara,UK-859,Delhi,Morning,two_or_more,Morning,Kolkata,Economy,23.25,11,15278
21780,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,26.17,11,15278
21781,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,11,15383
21782,Vistara,UK-899,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,18.92,11,15383
21783,Air_India,AI-423,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.67,11,15720
21784,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,11,16349
21785,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,11,18667
21786,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,11,18667
21787,Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.67,11,19605
21788,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,11,24488
21789,Indigo,6E-2089,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,11,25118
21790,SpiceJet,SG-1074,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,12,5954
21791,SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,12,5954
21792,SpiceJet,SG-1072,Delhi,Night,zero,Night,Kolkata,Economy,2.17,12,5954
21793,SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,12,5954
21794,Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,12,5955
21795,Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,12,5955
21796,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,12,5955
21797,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,12,6060
21798,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,12,5954
21799,GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,12,5954
21800,Indigo,6E-2841,Delhi,Night,zero,Late_Night,Kolkata,Economy,2.08,12,5955
21801,Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,12,5955
21802,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,12,5955
21803,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,12,5955
21804,Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,12,5955
21805,Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,12,5955
21806,Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,12,5955
21807,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,12,5955
21808,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,12,5955
21809,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,12,5955
21810,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,12,5955
21811,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,12,5953
21812,AirAsia,I5-768,Delhi,Afternoon,two_or_more,Night,Kolkata,Economy,7.75,12,5953
21813,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,12,5953
21814,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,12,5953
21815,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,10.17,12,5953
21816,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,12,5953
21817,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,12,5953
21818,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75,12,5953
21819,AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,12,5953
21820,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,12,5953
21821,AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16.0,12,5953
21822,SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,12,5954
21823,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,12,5954
21824,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,12,5954
21825,GO_FIRST,G8-237,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.08,12,5954
21826,GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,12,5954
21827,GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,12,5954
21828,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,12,5954
21829,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,12,5954
21830,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9.0,12,5954
21831,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,12,5954
21832,GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,12,5954
21833,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,12,5954
21834,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,12,5954
21835,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,12,5954
21836,GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,12,5954
21837,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,12,5954
21838,GO_FIRST,G8-145,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.33,12,5954
21839,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,12,5954
21840,GO_FIRST,G8-713,Delhi,Evening,one,Morning,Kolkata,Economy,12.75,12,5954
21841,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,12,5954
21842,GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,12,5954
21843,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,12,5954
21844,GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,12,5954
21845,GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,12,5954
21846,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,12,5954
21847,GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,12,5954
21848,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,12,5954
21849,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,12,5954
21850,Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,12,5955
21851,Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.33,12,5955
21852,Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,12,5955
21853,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.33,12,5955
21854,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,12,5955
21855,Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,12,5955
21856,Indigo,6E-926,Delhi,Evening,one,Late_Night,Kolkata,Economy,5.67,12,5955
21857,Indigo,6E-198,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,12,5955
21858,Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,12,5955
21859,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,12,5955
21860,Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.83,12,5955
21861,Indigo,6E-2043,Delhi,Afternoon,one,Night,Kolkata,Economy,7.0,12,5955
21862,Indigo,6E-171,Delhi,Late_Night,one,Morning,Kolkata,Economy,7.08,12,5955
21863,Indigo,6E-5336,Delhi,Afternoon,one,Night,Kolkata,Economy,7.92,12,5955
21864,Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.0,12,5955
21865,AirAsia,I5-829,Delhi,Night,zero,Night,Kolkata,Economy,2.17,12,6060
21866,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,12,6060
21867,AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,12,6060
21868,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,12,6060
21869,SpiceJet,SG-2976,Delhi,Evening,one,Night,Kolkata,Economy,26.08,12,6060
21870,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,12,6443
21871,Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,12,6443
21872,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,12,6443
21873,Indigo,6E-2247,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,12,6443
21874,GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,12,6461
21875,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,12,7005
21876,Indigo,6E-6238,Delhi,Morning,one,Afternoon,Kolkata,Economy,7.0,12,6932
21877,Indigo,6E-2181,Delhi,Morning,one,Evening,Kolkata,Economy,8.08,12,6932
21878,Indigo,6E-5012,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.17,12,6932
21879,Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,12,7420
21880,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.17,12,8370
21881,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.83,12,8370
21882,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.58,12,8728
21883,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,12,8728
21884,AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.0,12,8728
21885,AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,12,8728
21886,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,12,8869
21887,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,12,8885
21888,Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,12,8885
21889,Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.17,12,9538
21890,Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Economy,24.83,12,10081
21891,Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Economy,7.5,12,10618
21892,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.83,12,10680
21893,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.5,12,10680
21894,Indigo,6E-6171,Delhi,Evening,one,Night,Kolkata,Economy,4.25,12,11258
21895,Indigo,6E-6636,Delhi,Afternoon,one,Night,Kolkata,Economy,6.92,12,11258
21896,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,12,11326
21897,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,12,11625
21898,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,12,11625
21899,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,12,11625
21900,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,12,11625
21901,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,12,12045
21902,Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.83,12,12150
21903,Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.0,12,12150
21904,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,12,12150
21905,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.25,12,12150
21906,Air_India,AI-807,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.92,12,12150
21907,Air_India,AI-540,Delhi,Night,one,Morning,Kolkata,Economy,14.17,12,12150
21908,Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Economy,18.58,12,12150
21909,Air_India,AI-506,Delhi,Morning,one,Early_Morning,Kolkata,Economy,19.75,12,12150
21910,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Economy,20.33,12,12150
21911,Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Kolkata,Economy,23.08,12,12150
21912,Air_India,AI-807,Delhi,Evening,one,Evening,Kolkata,Economy,24.25,12,12150
21913,Air_India,AI-429,Delhi,Morning,one,Morning,Kolkata,Economy,25.0,12,12150
21914,Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,12,12150
21915,Indigo,6E-2089,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,12,12302
21916,Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,11.83,12,12990
21917,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,12,12990
21918,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,12,12990
21919,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,12,12990
21920,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,12,12990
21921,Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,12,12990
21922,Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,12,12990
21923,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.08,12,13095
21924,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,12,13095
21925,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,12,13095
21926,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,12,13095
21927,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,12,13095
21928,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,12,13095
21929,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,12,13095
21930,Indigo,6E-889,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,12,12791
21931,GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,12,12854
21932,GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,12,12854
21933,GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,12,12854
21934,GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,12,12854
21935,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,12,12990
21936,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,12,12990
21937,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,12,12990
21938,Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,12,12990
21939,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,12,12990
21940,Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,12,12990
21941,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,12,12990
21942,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,12,12990
21943,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,12,12990
21944,Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,12,12990
21945,Air_India,AI-865,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,12,12990
21946,Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,12,12990
21947,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,12,12990
21948,Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,12,12990
21949,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.0,12,13410
21950,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,12,13410
21951,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.0,12,13410
21952,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,12,13410
21953,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,12,13410
21954,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,12,13410
21955,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,12,13410
21956,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,12,13410
21957,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.58,12,13830
21958,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.5,12,13830
21959,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,12,13830
21960,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,12,13830
21961,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,12,13830
21962,Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,12,13830
21963,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.33,12,13830
21964,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,12,13830
21965,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,12,13830
21966,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.08,12,13830
21967,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,12,13830
21968,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,12,13830
21969,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,14.17,12,13830
21970,Air_India,AI-479,Delhi,Night,two_or_more,Night,Kolkata,Economy,26.42,12,13688
21971,Vistara,UK-637,Delhi,Evening,two_or_more,Evening,Kolkata,Economy,26.75,12,14364
21972,Vistara,UK-637,Delhi,Evening,two_or_more,Evening,Kolkata,Economy,23.67,12,14900
21973,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,12,15383
21974,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,12,16349
21975,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,12,18667
21976,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,12,18667
21977,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,12,18703
21978,Air_India,AI-489,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.33,12,20593
21979,SpiceJet,SG-1074,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,13,5954
21980,SpiceJet,SG-1072,Delhi,Night,zero,Night,Kolkata,Economy,2.17,13,5954
21981,SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,13,5954
21982,Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,13,5955
21983,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,13,5955
21984,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,13,5955
21985,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,13,5955
21986,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,13,5954
21987,GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,13,5954
21988,Indigo,6E-2109,Delhi,Evening,zero,Night,Kolkata,Economy,2.08,13,5955
21989,Indigo,6E-2106,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,13,5955
21990,Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,13,5955
21991,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,13,5955
21992,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,13,5955
21993,Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,13,5955
21994,Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,13,5955
21995,Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,13,5955
21996,Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,13,5955
21997,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,13,5955
21998,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,13,5955
21999,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,13,5955
22000,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,13,5953
22001,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.58,13,5953
22002,AirAsia,I5-768,Delhi,Afternoon,two_or_more,Night,Kolkata,Economy,7.75,13,5953
22003,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,13,5953
22004,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,13,5953
22005,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,10.17,13,5953
22006,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,13,5953
22007,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,13,5953
22008,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75,13,5953
22009,AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,13,5953
22010,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,13,5953
22011,AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.0,13,5953
22012,AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16.0,13,5953
22013,SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,13,5954
22014,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,13,5954
22015,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,13,5954
22016,GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,13,5954
22017,GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,13,5954
22018,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,13,5954
22019,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,13,5954
22020,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,13,5954
22021,GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,13,5954
22022,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,13,5954
22023,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,13,5954
22024,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,13,5954
22025,GO_FIRST,G8-286,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,13,5954
22026,GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,13,5954
22027,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,13,5954
22028,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,13,5954
22029,GO_FIRST,G8-713,Delhi,Evening,one,Morning,Kolkata,Economy,12.75,13,5954
22030,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,13,5954
22031,GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,13,5954
22032,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,13,5954
22033,GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,13,5954
22034,GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,13,5954
22035,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,13,5954
22036,GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,13,5954
22037,GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16.0,13,5954
22038,GO_FIRST,G8-7549,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.08,13,5954
22039,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,13,5954
22040,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.25,13,5954
22041,Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,13,5955
22042,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,13,5955
